Index,ID,Drug,Insurance,Quantity,Net,Copay,Covered,Rxcui,Class,NDC,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Db Status,RxNorm Name,Cleaned Up Drug Name
100,100,DRYSOL Sol 20%,UNITED-UHCNICE,,,,,206208,Hyperhydrosis,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,aluminum chloride 200 MG/ML Topical Solution [Drysol],Drysol Solution 20%
101,101,FINASTERIDE Tab 1mg,UNITED-UHCNICE,,,,,200172,Hair loss,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,finasteride 1 MG Oral Tablet,Finasteride Tablet 1 Mg
102,102,MINOXIDIL Tab 2.5mg,UNITED-UHCNICE,,,,,197987,Hair loss,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,minoxidil 2.5 MG Oral Tablet,Minoxidil Tablet 2.5 Mg
103,103,HYDROQUINONE Cre 4%,UNITED-UHCNICE,,,,,197795,Bleaching Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydroquinone 40 MG/ML Topical Cream,Hydroquinone Cream 4%
104,104,PERMETHRIN Cre 5%,UNITED-UHCNICE,60,5.52,5,,106387,Scabies,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,permethrin 50 MG/ML Topical Cream,Permethrin Cream 5%
105,106,FOLIC ACID Tab 1mg,UNITED-UHCNICE,30,$0.99 ,$1.35 ,,310410,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,folic acid 1 MG Oral Tablet,Folic Acid Tablet 1 Mg
106,107,HYDROXYCHLOR Tab 200mg,UNITED-UHCNICE,30,$3.44 ,$5.00 ,,979092,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydroxychloroquine sulfate 200 MG Oral Tablet,Hydroxychlor Tablet 200 Mg
107,108,HYDROXYZ HCL Tab 10mg,UNITED-UHCNICE,30,$1.46 ,$1.95 ,,995218,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydroxyzine hydrochloride 10 MG Oral Tablet,Hydroxyz Hcl Tablet 10 Mg
108,109,HYDROXYZ HCL Tab 25mg,UNITED-UHCNICE,30,$2.08 ,$2.76 ,,995258,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydroxyzine hydrochloride 25 MG Oral Tablet,Hydroxyz Hcl Tablet 25 Mg
109,111,LIDOCORT Cre 3-0.5%,UNITED-UHCNICE,1,NC,NC,,1012235,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,Lidocort Cream 3-0.5%
110,112,METHOTREXATE Tab 2.5mg,UNITED-UHCNICE,85,NC,NC,,328407,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,methotrexate 2.5 MG,Methotrexate Tablet 2.5 Mg
111,113,PODOFILOX Sol 0.5%,UNITED-UHCNICE,30,$0.88 ,$0.00 ,,582926,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,podofilox 5 MG/ML Topical Solution,Podofilox Solution 0.5%
112,114,SPIRONOLACT Tab 50mg,UNITED-UHCNICE,3.5,$3.80 ,$0.00 ,,198223,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,spironolactone 50 MG Oral Tablet,Spironolact Tablet 50 Mg
113,115,DOXEPIN HCL Cre 5%,UNITED-UHCNICE,30,$2.07 ,$0.00 ,,1000091,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxepin hydrochloride 50 MG/ML Topical Cream,Doxepin Hcl Cream 5%
114,117,DOXYCYC MONO Cap 50mg,UNITED-UHCNICE,45,NC,NC,,1649401,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 50 MG Oral Capsule,Doxycycline Monohydrate Capsule 50 Mg
116,119,CLIND/BENZ Gel 1.2-3.75%,UNITED-UHCNICE,50,NC,NC,,1424013,Acne Topical ABX,51672-1403-04,100,50,$694.31 ,$130.00 ,8/29/2024,50,1,SR-DB : Updated on 11/18/2024,benzoyl peroxide 30 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Vital-Benz],Clind/Benz Gel 1.2-3.75
117,120,CLINDAMY/BEN Gel 1-5%,UNITED-UHCNICE,50,NC,NC,,358917,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel,Clindamy/Ben Gel 1-5%
118,121,SODIUM SULFA Wash 10%,UNITED-UHCNICE,480,-3.45,7,,1006107,Anti-inflammatory,42192-0129-16,"7,680",480,$253.40 ,$35.00 ,10/16/2024,"1,440",3,SR-DB : Updated on 11/18/2024,sulfacetamide sodium 100 MG/ML Medicated Liquid Soap,Sodium Sulfa Liq 10% Wash
118,121,SODIUM SULFA Wash 10%,UNITED-UHCNICE,480,-3.45,7,,1101603,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,Supra Sulfa,Sodium Sulfa Wash 10%
121,125,BENZOYL PER Wash 10%,UNITED-UHCNICE,,,,,142034,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
122,127,FLUOCIN ACET Solution 0.01%,UNITED-UHCNICE,,,,,1191299,Corticosteroid,21922-0003-01,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
122,127,FLUOCIN ACET Oil 0.01%,UNITED-UHCNICE,,,,,1191307,Corticosteroid,64980-0330-04,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
122,127,FLUOCIN ACET Cream 0.01%,UNITED-UHCNICE,,,,,1191302,Corticosteroid,00713-0223-60,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
125,128,HYDROCORTISO Cre 2.5%,UNITED-UHCNICE,,,,,310891,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone 25 MG/ML Topical Cream,Hydrocortiso Cream 2.5%
127,130,TRIAMCINOLON Cre 0.1%,UNITED-UHCNICE,,,,,1014314,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,triamcinolone acetonide 1 MG/ML Topical Cream,Triamcinolon Cream 0.1%
129,132,PIMECROLIMUS Cre 1%,UNITED-UHCNICE,,,,,562806,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
130,133,TACROLIMUS Oin 0.03%,UNITED-UHCNICE,,,,,313189,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
131,134,TACROLIMUS Oin 0.1%,UNITED-UHCNICE,,,,,314266,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
132,135,CALCIPOTRIEN Cre 0.005%,UNITED-UHCNICE,,,,,313921,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
132,135,CALCIPOTRIEN Oin 0.005%,UNITED-UHCNICE,,,,,198373,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
134,137,CALCIPOTRIEN BETAMETH Oin,UNITED-UHCNICE,,,,,393355,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
135,138,KETOCONAZOLE Sha 2%,UNITED-UHCNICE,,,,,203088,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
136,139,OXICONAZOLE Cream 0,UNITED-UHCNICE,,,,,56226,Antifungal,51672-1359-03,"-1,830",60,$623.75 ,$138.99 ,8/29/2024,"4,350",71,SR-DB : Updated on 11/18/2024,oxiconazole nitrate,Oxiconazole Cream Nitrate
136,139,OXICONAZOLE Cre,UNITED-UHCNICE,,,,,377915,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,oxiconazole Topical Cream,Oxiconazole Cream
139,141,CETIRIZINE Tab 5mg,UNITED-UHCNICE,,,,,1014676,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cetirizine hydrochloride 5 MG Oral Tablet,Cetirizine Tablet 5 Mg
141,143,CETIRIZINE Tab 10mg,UNITED-UHCNICE,,,,,1014678,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine Tablet 10 Mg
142,144,LORATADINE Tab 10mg,UNITED-UHCNICE,,,,,311372,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,loratadine 10 MG Oral Tablet,Loratadine Tablet 10 Mg
143,146,LOFENA Tab 25mg,UNITED-UHCNICE,,,,,2584350,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diclofenac potassium 25 MG Oral Tablet [Lofena],Lofena Tablet 25 Mg
145,148,Ammonium lac Lot 12%,UNITED-UHCNICE,,,,,351312,Moisturizer,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ammonium lactate 120 MG/ML Topical Lotion [Laclotion],Ammonium Lac Lotion 12%
151,159,CLEMASTINE Syp N/A ,UNITED-UHCNICE,,,,,2578,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clemastine,Clemastine Syp N/A
1,1,METRONIDAZOL Gel 1%,UNITED-UHEALTH,55, NC,NC,,577237,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 0.01 MG/MG Topical Gel,Metronidazol Gel 1%
2,3,CLINDAMYCIN Lot 1%,UNITED-UHEALTH,60,$51.01 ,$60 ,,197519,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clindamycin 10 MG/ML Topical Lotion,Clindamycin Lotion 1%
3,4,CLINDAMYCIN Sol 1%,UNITED-UHEALTH,60,$2.83 ,$10 ,,309333,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clindamycin 10 MG/ML Topical Solution,Clindamycin Solution 1%
4,5,METRONIDAZOL Cre 0.75%,UNITED-UHEALTH,45,($1.89),$10 ,,311678,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 7.5 MG/ML Topical Cream,Metronidazol Cream 0.75%
5,6,METRONIDAZOL Gel 0.75%,UNITED-UHEALTH,45,$16.02 ,$10 ,,311679,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 0.0075 MG/MG Topical Gel,Metronidazol Gel 0.75%
6,7,HYDROCORTISO Lot 0.1%,UNITED-UHEALTH,59,NC,NC,,103403,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone 10 MG/ML Topical Lotion,Hydrocortiso Lotion 0.1%
7,8,FLURANDRENOL Lot 0.05%,UNITED-UHEALTH,120,NC,NC,,197719,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,flurandrenolide 0.5 MG/ML Topical Lotion,Flurandrenol Lotion 0.05%
8,9,DESONIDE Lot 0.05%,UNITED-UHEALTH,59,71.9,83.49,,197572,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.5 MG/ML Topical Lotion,Desonide Lotion 0.05%
9,13,CROTAN Lot 10%,UNITED-UHEALTH,237,740.96,60,,2049603,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,crotamiton 100 MG/ML Topical Lotion [Crotan],Crotan Lotion 10%
12,16,DOXYCYCLINE Hyclate Tab 75mg,UNITED-UHEALTH,,,,,350481,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline 75 MG,Doxycycline Hydrochloride Tablet 75 Mg
12,16,DOXYCYC MONO Tab 75mg,UNITED-UHEALTH,,,,,1649429,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 75 MG Oral Tablet,Doxycycline Monohydrate Tablet 75 Mg
14,17,DOXYCYC MONO Tab 150mg,UNITED-UHEALTH,,,,,1650444,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 150 MG Oral Tablet,Doxycycline Monohydrate Tablet 150 Mg
15,18,CEPHALEXIN Cap 500mg,UNITED-UHEALTH,30,$3.71 ,$7.31 ,,309114,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cephalexin 500 MG Oral Capsule,Cephalexin Capsule 500 Mg
16,20,MINOCYCLINE Cap 100mg,UNITED-UHEALTH,30,$3.24 ,$10 ,,197984,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,minocycline 100 MG Oral Capsule,Minocycline Capsule 100 Mg
17,21,AMNESTEEM Cap 20mg,UNITED-UHEALTH,,,,,404061,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 20 MG Oral Capsule [Amnesteem],Amnesteem Capsule 20 Mg
17,21,AMNESTEEM Cap 40mg,UNITED-UHEALTH,,,,,404064,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 40 MG Oral Capsule [Amnesteem],Amnesteem Capsule 40 Mg
19,23,ISOTRETINOIN Cap 30mg,UNITED-UHEALTH,,,,,403930,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 30 MG Oral Capsule,Isotretinoin Capsule 30 Mg
20,24,ZENATANE Cap 10mg,UNITED-UHEALTH,,,,,1373333,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 10 MG Oral Capsule [Zenatane],Zenatane Capsule 10 Mg
20,24,ZENATANE Capsule 30mg,UNITED-UHEALTH,,,,,1605088,Acne Treatment,55111-0113-81,270,30,$744.86 ,$47.49 ,8/16/2023,540,17,SR-DB : Updated on 11/18/2024,isotretinoin 30 MG Oral Capsule [Zenatane],Zenatane 30 Mg Capsule
22,25,IVERMECTIN Cre 1%,UNITED-UHEALTH,45, NC,NC,,1598068,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ivermectin 10 MG/ML Topical Cream,Ivermectin Cream 1%
23,26,ERY/BENZOYL Gel 5-3%,UNITED-UHEALTH,,,,,244374,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel,Ery/Benzoyl Gel 5-3%
24,27,MUPIROCIN Cre 2%,UNITED-UHEALTH,30,NC,NC,,311877,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mupirocin 20 MG/ML Topical Cream,Mupirocin Cream 2%
24,27,MUPIROCIN Oin 2%,UNITED-UHEALTH,30,NC,NC,,106346,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mupirocin 0.02 MG/MG Topical Ointment,Mupirocin Oin 2%
26,28,GENTAMICIN Cre 0.1%,UNITED-UHEALTH,30,$3.80 ,$5.00 ,,197735,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,gentamicin 1 MG/ML Topical Cream,Gentamicin Cream 0.1%
26,28,GENTAMICIN Oin 0.1%,UNITED-UHEALTH,30,$3.80 ,$5.00 ,,310465,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,gentamicin 0.001 MG/MG Topical Ointment,Gentamicin Oin 0.1%
28,30,BENZOYL PER Wash 10%,UNITED-UHEALTH,142,NC,NC,,142034,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
32,34,CICLOPIROX Sha 1%,UNITED-UHEALTH,120,37.49,48.99,,250344,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 10 MG/ML Medicated Shampoo,Ciclopirox Sha 1%
33,35,KETOCONAZOLE Sha 2%,UNITED-UHEALTH,120,5.89,10,,203088,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
34,36,CLOBETASOL Ointment 0.05%,UNITED-UHEALTH,,,,,861448,High Potency Steroid,21922-0017-07,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
34,36,CLOBETASOL Sol 0.05%,UNITED-UHEALTH,,,,,861487,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.5 MG/ML Topical Solution,Clobetasol Solution 0.05%
34,36,CLOBETASOL Foam 0.05%,UNITED-UHEALTH,,,,,861353,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.5 MG/ML Topical Foam,Clobetasol Foam 0.05%
34,36,CLOBETASOL Gel 0.05%,UNITED-UHEALTH,,,,,861434,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Gel,Clobetasol Gel 0.05%
38,40,BETAMETH DIP Lot 0.05%,UNITED-UHEALTH,30,27.58,10,,308715,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
38,40,CLOTRIM/BETA DIPROP Lotion%,UNITED-UHEALTH,30,27.58,10,,377661,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clotrimazole Topical Lotion,Clotrim/Beta Diprop Lotion%
40,41,FLUOCIN ACET Solution 0.01%,UNITED-UHEALTH,118.28,30.89,40.97,,1191299,Corticosteroid,21922-0003-01,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
40,41,FLUOCIN ACET Oil,UNITED-UHEALTH,118.28,30.89,40.97,,385106,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluocinolone Topical Oil,Fluocin Acetate Oil
40,41,FLUOCIN ACET Oil 0.01%,UNITED-UHEALTH,118.28,30.89,40.97,,1191307,Corticosteroid,64980-0330-04,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
43,42,FLUOCINONIDE Cre 0.05%,UNITED-UHEALTH,60,46.42,60,,103456,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluocinonide 0.5 MG/ML Topical Cream,Fluocinonide Cream 0.05%
44,43,BETAMETH DIP Lot 0.05%,UNITED-UHEALTH,60,20.95,10,,308715,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
44,43,AUG BETAMET Cre 0.05%,UNITED-UHEALTH,60,20.95,10,,238920,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML Topical Cream,Aug Betamet Cream 0.05%
44,43,CLOTRIM/BETA Cream 1-0.05%,UNITED-UHEALTH,60,20.95,10,,308714,Antifungal Combo,16714-0496-02,180,45,$71.42 ,$3.16 ,4/24/2024,315,4,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Cream,Clotrim/Beta Cream 1-0.05%
49,45,TAZAROTENE Cre 0.1%,UNITED-UHEALTH,30,NC,NC,,313200,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tazarotene 1 MG/ML Topical Cream,Tazarotene Cream 0.1%
50,46,AZELAIC ACID Gel 15%,UNITED-UHEALTH,50,39.6,60,,1041518,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,azelaic acid 0.15 MG/MG Topical Gel,Azelaic Acid Gel 15%
51,47,TRETINOIN Cre 0.025%,UNITED-UHEALTH,20,12.7,22.19,,106302,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 0.25 MG/ML Topical Cream,Tretinoin Cream 0.025%
52,49,TRETINOIN Cre 0.1%,UNITED-UHEALTH,20,28.38,46.16,,198300,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 1 MG/ML Topical Cream,Tretinoin Cream 0.1%
53,50,TRETINOIN Gel 0.05%,UNITED-UHEALTH,45,NC,NC,,245723,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 0.0005 MG/MG Topical Gel,Tretinoin Gel 0.05%
54,51,ADAPALENE Gel 0.3%,UNITED-UHEALTH,45,NC,NC,,722111,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,adapalene 0.003 MG/MG Topical Gel,Adapalene Gel 0.3%
55,52,AMCINONIDE Cream 0.1%,UNITED-UHEALTH,60,-338.73,60,,197327,Medium Potency Steroid,74157-0006-60,-120,60,"$2,289.63 ",$710.00 ,8/30/2024,"4,620",43,SR-DB : Updated on 11/18/2024,amcinonide 1 MG/ML Topical Cream,Amcinonide Cream 0.1%
56,53,DIFLORASONE Oin 0.05%,UNITED-UHEALTH,60,NC,NC,,966607,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diflorasone diacetate 0.0005 MG/MG Topical Ointment,Diflorasone Oin 0.05%
56,53,DIFLORASONE Cre 0.05%,UNITED-UHEALTH,60,NC,NC,,966577,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diflorasone diacetate 0.5 MG/ML Topical Cream,Diflorasone Cream 0.05%
58,55,HALOBETASOL Oin 0.05%,UNITED-UHEALTH,50,NC,NC,,977978,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,halobetasol propionate 0.0005 MG/MG Topical Ointment,Halobetasol Oin 0.05%
58,55,CLOBETASOL Ointment 0.05%,UNITED-UHEALTH,50,NC,NC,,861448,High Potency Steroid,21922-0017-07,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
61,59,DESOXIMETAS Oin 0.05%,UNITED-UHEALTH,60,19.97,60,,141850,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desoximetasone 0.0005 MG/MG Topical Ointment,Desoximetas Oin 0.05%
62,60,HALCINONIDE Cre 0.1%,UNITED-UHEALTH,60,NC,NC,,103467,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,halcinonide 1 MG/ML Topical Cream,Halcinonide Cream 0.1%
63,61,FLUOCIN ACET Cream 0.01%,UNITED-UHEALTH,60,NC,NC,,1191302,Corticosteroid,00713-0223-60,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
64,62,MOMETASONE Cre 0.1%,UNITED-UHEALTH,45,5.5,10,,311753,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mometasone furoate 1 MG/ML Topical Cream,Mometasone Cream 0.1%
65,63,DESONIDE Cre 0.05%,UNITED-UHEALTH,45,49.87,55.82,,349351,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.5 MG/ML Topical Cream,Desonide Cream 0.05%
66,64,DESONIDE Oin 0.05%,UNITED-UHEALTH,45,60.99,66.29,,204135,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.0005 MG/MG Topical Ointment,Desonide Oin 0.05%
67,65,ALCLOMETASON Cre 0.05%,UNITED-UHEALTH,45,13.63,27.62,,855474,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,alclometasone dipropionate 0.5 MG/ML Topical Cream,Alclometason Cream 0.05%
68,66,PIMECROLIMUS Cre 1%,UNITED-UHEALTH,100,NC,NC,,562806,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
69,67,TACROLIMUS Oin 0.03%,UNITED-UHEALTH,200,2.76,10,,313189,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
69,67,TACROLIMUS Oin 0.1%,UNITED-UHEALTH,200,2.76,10,,314266,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
71,69,SALICYLIC Oint 3%,UNITED-UHEALTH,30,NC,NC,,312888,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,salicylic acid 0.03 MG/MG Topical Ointment,Salicylic Ointment 3%
72,70,CALCIPOTRIEN Cre 0.005%,UNITED-UHEALTH,60,18.8,30,,313921,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
72,70,CALCIPOTRIEN Oin 0.005%,UNITED-UHEALTH,60,18.8,30,,198373,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
74,72,CALCIPOTRIEN BETAMETH Oin,UNITED-UHEALTH,,,,,393355,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
